Comments,Sentiment
Fun fact: Some of the systems based around surveillance and security are named after Sauron-aligned Lord of the Rings characters and places.,Positive
Wtf dont govenrments go after these big companies instead of targeting people in need ie those on paltry benefits,Negative
49 minutes of nothing serious. An unreasonable and biased attack on Amazon. People moaning about hard work and knives being ordered by minors presumably with their payment method being uncle Oobah. Pot holes that have as much to do with Amazon as any other tax avoiding company taking advantage of laws for the wealthy.,Negative
Perhaps someone should go undercover at Channel 4. Clearly they are beyond reproach.,Positive
I’ve never worked for Amazon but I rarely purchase anything of them for this reason,Neutral
"As a previous employee of amazon i can confirm this is true.
I was drug and alcohol swabbed before my shift and also told that I would be randomly tested during some other point in my employment.
I got metal detected and patted down when going on breaks or leaving.

12 hour shifts and you're not allowed to sit down, i got back problems and knee problems after a month.

Bonuses are promised for good work during the christmas period, but they're rarely given to anyone other than the managers. They will find ways to disqualify you such as going to the toilet for more than a minute, not being ""up to their standards"" and other bullshit excuses, usually disqualifying you a couple of days before Christmas after you've worked your ass off for a month straight.

The business is incredibly unorganized and sign in systems regularly don't work. I have seen at least 20 of my coworkers not get payed for their 12 hour shifts simply because the sign in system was fault and the company ""couldn't prove the staff member was working that day"" and so therefore ""cannot be paid"". Only a few staff were notified of the fault in the system and therefore the majority didn't get payed. The companies response? ""well you should have asked"".

Managers bully the staff. There's definitely a ""lads"" culture among them. They talk to you like second class citizens.


The warehouse floor is surrounded by a metal fence so you can't leave without a manager letting you out. Very prison-like.

No mental stimulation whatsoever. Phones are banned on the floor and talking is looked down on. You're doing the same repetitive task again and again all day under heavy LED lights and the mental boredom started giving me depression after just a month.

Eventually i was let go on no notice, with no warning, and i was simply called 2 hours before my next shift that I was no longer wanted in the company for ""not meeting their productivity standards"", and even though I am upset about losing my income on zero notice, I am also eternally grateful that I never have to go back to that prison again.",Negative
"Thanks Oobah, I am canceling my amazon prime because of this.",Positive
I quit yesterday and took loads of photos of piss bottles on my walk home,Negative
If there was low or no corporation tax the profits would not be leaving UK shores.,Neutral
"""is it illegals to sell someone else's urine online"" is that a legitimate question, even the lawyer was like bruh come on",Positive
"I have so many comments but i wont bore you with my opinions on the company itself, i just wanted to say what a genius this guy is!",Positive
Shocking.,Negative
Just removed the staples from my shopping list 😂,Neutral
"It's pure tyrannical slavery, not far off  and conditions staff to mistreat other staff. Is this how they want the future? disgusting. It's very concerning for the future of our children because all this surveillance is likely to become more prevalent. I do get that they have migrants working there and I've heard things are taken so understand that is why checking with scanners. However, health and safety, good treatment of staff is imperative for good energy of the business. Poor treatment of staff if they cannot hydrate and go to the toilet! These CEO's wouldn't give a stuff though, as long as they keep making their billions.",Negative
great entertaining documentary exposing the scum of corporate amazon,Positive
"They make billions in profit per year, yet can’t treat their staff better….surely for the image alone, they would want to change this. I knew a guy who started working in the packing area and had to use a hot glue gun, he wore some gloves as it kept burning his hands and he was sacked as wearing gloves went against their “health and safety rules”. I like the humour in this too, especially him talking to the lawyer 🤣🤣🤣",Positive
They try to intimidate you into thinking you can’t speak out but you can!!,Negative
"I worked for Amazon for years and the amount of injuries me and my colleagues faced because of the lack of safety and unrealistic rates was astounding, some have developed arthritis and other musculoskeletal issues for life!",Positive
😂 really enjoyed watching the lawyer laugh 😄,Positive
"This requires a change in people'e expectations in terms of delivery dates and times. This means Amazon are committing flagrant abuse in waste, piss, misery and pressure in order to try and dominate the market. Hopefully Bezos has become more aware that he's created something inherently repressive or has become more miserable and isolated which is why he laughs like this... https://www.youtube.com/watch?v=Q1HyhS7yUJs
This is why good wealthy men become benevolent.",Negative
"Absolute class and brilliance, Boycott Prime",Positive
"you should have followed returning that sand,
amazon get returns, don't check shit, and send it out to the next person

some unfortunate builder just turned up to work realising he's got buckets of sand >.<

there are a lot of cons happening on amazon. Literally just bought some frog tape,
to find the roll was half used and covered in grime. Obviously someone else saving some pennies.",Negative
This video has just popped up in my recommendations after i just last ditch resort applied for amazon 🙃,Neutral
"He looks like Max Headroom in the TEDx talk. There is an omission in the documentary. When ordering using Alexa, the items wouldn't have been sent to the kids, they would have been sent to the account holder, that Alexa is linked to. Just because the kids are using the device to order items, doesn't mean they would receive the items ordered or would have access to them.",Positive
Every time I see guy in a video I know its gonna be a good content!  ,Positive
And every single ad  for this YouTube channel was just as f****** bad as the company they were doing a documentary about,Negative
"I will never use Amazon again, They signed me and my wife up to a subscription without any knowledge years ago and charged me for 2 years without my knowledge. This is also absolutely disgusting...people should boycott them 100%",Negative
This genuinely tried to place an order for a knife on my Alexa,Neutral
"Surely you can go into that job as an individual member of Unite and call the union in as an individual. Instead of creating an Amazon union, the employees should join Unite independently of the company which would solve a lot of problems I would have thought.",Positive
"I had a tour of a fulfilment centre. We also had to go through the security in and out - felt like a slaughterhouse, cattle shed, or something. Awful feeling.",Neutral
I live in Coventry... The canyon is bigger than ever.,Neutral
Channel 4 go check out the range in avonmouth they got rats running all around the place pigeons flying around that place is a mess . I walked out after a 2 weeks everyone's ill in there,Negative
"ANYONE WHO USES AMAZON CANT COMPLAIN... THEYRE FEEDIG THE BEAST... ONCE IN A WHILE YEH, BUT SHOP LOCALY OR AT LEAST FROM VENDORS DIRECTLY... AMAZON IS SUCKING THE LIFE OUT OF OUR PLANET AND HUMAN RACE...",Negative
"Dude, just look at the colour of that. Someone is seriously dehydrated...",Negative
Amazon has got it light try working as a bin men for food waste. Plus less pay.,Negative
"I always try to see the products I am trying to buy online but unfortunately many companies would rather sell through Amazon and pay them 40% off their profit than just sell independently online. Unfortunately, a lot of people don't care and want to just click-buy things from Amazon,  Temu, Ebay etc instead of browsing a bit longer to see different retailers. I have also observed that the above companies take up the entire search list and one has to scroll all the way down repeatedly in order to see other companies selling similar products (e.g. you get 50 suggested products of which only one or two other companies appear and the rest is just Amazon, Temu, Ebay. Amazon even keeps bringing the same product up again and again after you scroll down to check for variety. It also does not show you prices near that products but at least two times higher so that they can lock your interest into buying that particular product! In a way, online shopping is already a monopoly and its not around customer needs but a creation of an addictive shopping culture. Look at the average American filling up their homes and garage spaces with online purchases. I hope for more smaller independent companies to sell online with their own delivery systems. Let's be honest nobody maintains their quickly-made wealth overtime without blocking or lobbying against smaller companies. All they do all day is hiring lawyers and accountants on how to do unethical, illegal things that can be overlooked by current legislation!",Positive
"""well I'm unsure about that one, it could be apple juice, yeah it's apple juice"" -sniff- *Incoherent choking*",Negative
"Oobah: Spending months creating a genuis plan to infiltrate one of the worlds biggest companys
Also Oobah: Spends 2 minutes on a disguise",Neutral
"I mean, if you don't like it, why not leave and get another job?",Negative
"Hes a very naughty boy, but funny...",Positive
piss jugs everywhere,Negative
"😂😂😂😂😂
Plebs fighting for its rights.",Negative
"how old is this documentary? On several occasions I have watched what I thought was new, upload just a day or two ago, but it was old several years, i.e. not actual. Has Ch4 just discovered Youtube or what?",Neutral
just work somewhere else if you don't like it,Negative
Well this needs to go absolutely viral,Positive
I had a job interview with Amazon and it was horrible the manager even said him and the other mangers would place bets on the workers to see who would fail first I called him a donkey shove your job up your ahole his face was priceless,Negative
In amazons Swansea warehouse recently a man died and all Amazon did was just cover it up,Negative
"I worked for dhl in their warehouse about 11 years ago and it was the exact same, huge targets no breaks outside one 30 minute break after 6 hours and firing sprees to keep people in line",Negative
My sister worked for Amazon and had breakdown,Neutral
As a current amazon warehouse employee watching this documentary on my lunch break at the premises i find this very interesting,Positive
They don’t make anything but scoop a whacking 40% on all items sold. They can FRO.,Positive
Anybody else get a set of knives added to their Amazon basket?...,Neutral
What an inspirational video. Just cancelled my prime membership.,Positive
This was so much fun to watch. Well done sir.,Positive
Funny how once they are exposed they immediately deny all this happened and try to hoodwink everyone into believing they are the BEST employer in the world and their employees are their greatest concern NO its greed and money that they are concerned with. End of story.,Positive
"Very strange, worked there for 6 years, loved it.",Positive
Never worked for Amazon but I have worked for Tesco warehouse and they similarity is uncanny! You have well and truly pulled their pants down with this video and i'm all for it 😂,Neutral
wow that bullshit because i live on my own and they keep asking me every time for age for things like that and i know the amazon system fucked up but it`s the hole world thinking kids can do whatever this days but grown ups can`t,Negative
Brilliant work!,Positive
That's not how you fill potholes. You need to compact it with a proper compactor. Otherwise there will be a hole again within a week.,Neutral
"I did 4 days in Coalville - quit under medical advice as my ankles swelled badly in Amazon supplied footware that frankly didn't feel fit for purpose. Multiple former colleagues mentioned having to buy their own insole pads to prevent that, including some of my then superiors. Lots of shouting at staff from management and it was very clear that whilst people were paid a lot for what they did, the working conditions were frankly hellish. 

I nearly crashed on the way home from work 2 of the 4 times I went due to foot pain preventing me from being able to brake, and to this day I still despise Amazon for that. 

Very glad to see this finally being exposed properly.",Negative
I went inside Amazon and ended up wanting to never commit to them again. Ever.,Neutral
Companies like that should not to be allowed to have the business in the country that they don't pay taxes.Its a Joke everybody know but nobody does anything.,Positive
Oh man this guy would have issues working in any factory! p*ssy boy for back pains!,Neutral
"Worst time of my life was working there. Demoralising, sad place full of exhausted, miserable people. Boycott Amazon",Negative
"I hit thumbs up the second the video launched....and as I watch Oobahs nieces crack open potentially dangerous objects, I nearly went to try and hit it again. 

That is art folks. Never have I felt such a blend of hilarity and dismay in one. 😂😂😖",Negative
How does he know it is piss? He should try all of them!,Negative
Alexa added lemonade to my shopping list while I watched this hahaha,Positive
"I worked with these slave drivers once.... once! An entire team escorted off the premises after a Christmas stint like we were yesterday's trash 🗑 

I am not 2:12 in and I love it already! 

Epic bro, EPIC

UrAin Energy 😂 taste the Amazon

Watch this! Fn awesome 👌",Positive
Cheers for adding that stuff to my shopping list,Positive
worked for them myself i was there 2 week and walked out worse company ever never worked for a company like it in my life,Negative
The fact Amazon are against unions speaks volumes. I worked for them twice and it was crap. A union is definitely needed. Their targets are utter bullshit. I would get 1 error a week in customer returns and get pulled up for it. And expected to check on average 60 parcels an hour. This involved opening. Identifying and diagnosing the issues. Sometimes it would take a couple of minutes.,Negative
As soon as amazon hear union they sack ya. Did to me.,Neutral
seems you were quite rare there being English,Neutral
Proud non amazon family... don't fund what u don't agree with...,Positive
"Amazon are not the only company that treat staff like rubbish . Pubs/kitchen staff get treated horrible ,Greeneking , Mitchel and Buttler work staff to death and treat staff poorly",Negative
If Amazon and Google paid tax we'd not have any NHS waiting lists. People are dying because of them (and because of the government not doing anything to make they pay their share),Neutral
"The thing with the kids ordering stuff, if Oobah didn't do this some kid would have eventually died from ordering rat poison (or killed someone else with it), and much worse stuff with knives...",Negative
Man the state of this,Neutral
Some of those 'piss owners' really need to see a doctor 😕,Negative
"Shopping at Amazon is like drug addiction. You know it's bad, you know it's harmful, you know people are suffering but you do it anyway, and the guy at the top has all the money and all the power.",Negative
"well, when an unemployable work shy middle-class twerp pretends to have a manual job where you have to actually graft now and then you know it wasn't going to end well, was it ?",Negative
Well played to all involved,Neutral
just remembered why I havnt watched TV for over 10 years. everyone knows Amazon are vile but you've made a complete mockery out of it,Negative
Now this is journalism,Neutral
"I worked at Amazon for a few months during Uni. I was a picker (In a steel cage where robots came along with shelves of items for me to pick items from). Maybe I was just lucky, but honestly, it was fine, and I somewhat enjoyed it. They had music playing, and I just came in and did my thing. Felt ill a few times and they said I could go without one question.",Positive
Why would people recognise him? Who is he,Neutral
Brilliant! Loved this!,Positive
"the pi** problem should be called ""lobaloo""",Negative
"I work for Royal Mail, we have an tracked age service, amazon do use them but on,y via our postage",Neutral
"Well, as soon as it becomes possible for AI to run the automation of the warehouses the workers wont have to worry about bad back or feet anymore. The only jobs they'll be able to do for Amazon is drive and deliver 🤷‍♂️",Negative
If you comment on this saying youre so happy not to be amazon customer but shop in supermarkets its just as bad to let you know. Infact amazon looks tame,Negative
"In the UK, _It's your legal right to join a union wherever you work. This right applies whether a trade union has been recognised or not. There are certain protections afforded to union members_

_Union members have the right to be consulted on changes in the workplace, including changes to working hours, pay, or terms and conditions. This ensures that employees are aware of any changes that may affect them and are given the opportunity to have their say_",Positive
"I live in Bedford, it’s shocking but the company I work for as bad now, Royal Mail monitor everything. But secret act prevents us talking out",Negative
Little room looks like a scif.,Positive
"hate to break it to you too, but it may have been illegal to remove the sand from the banks of the river Thames, depending on where you removed it from.

The legality of removing rocks and sand from the banks of the River Thames in England, United Kingdom, can be divided into two main aspects: the protection of geological features and the ownership of the riverbed.

1. Protection of Geological Features:  The preservation of unique ecosystems and geological features is a key aspect of the River Thames' protection. As such, it is illegal to remove any natural resources such as rocks, sand, or plants from national parks, including the riverbed 15. 

2. Ownership of Riverbed:  If the riverbed is on private property, then it is legal to remove rocks and sand without permission 3.  However, it's worth noting that even on private property, the riverbed may still be protected as a part of the larger ecosystem 1.",Negative
lets face it you misused alexa is like having your children play with you kitchen knives which you bough yourself its no different or letting them play with flammable objects near open flames. YOUR CHILDREN YOUR RESPONSIBILITY,Positive
Amazon workers should strike during Xmas if they want to be heard. Only thing is a lot of people work there for a quick penny and don’t want the drama.,Positive
vast majority still employed because where the fuck else are they getting a job,Negative
I don't buy anything anything from Amazon. Deliberately.,Neutral
"It’s not shame on Amazon, it’s shame on the customers.",Neutral
"I boycott amazon 
That’s my personal protest to Jeff Bezos Greed.",Negative
Bravo sir. This company deserves a kick in the balls.,Neutral
Basically any factory. Why only highlight amazon when everyone does this. Ive worked for alternate delivery firms and people have shit in vans. This is lightwork,Negative
Not just Amazon. Many companies follow similar working practices,Neutral
this guys got competition with Niko,Neutral
"As an Amazon third-party seller, one of the things I’d like to point out is a lot of the problems that you encountered get shifted onto the party sellers and they’re the ones that gonna ultimately end up losing their ability to sell online and also money. So it’s important for people to check whether they are purchasing from Amazon themselves, or a third-party seller. They treat the 3rd party sellers terribly and often it’s a case of guilty until you can prove yourself innocent with the most minor infractions.

Also, another thing on a personal level, I had a friend who had stage four cancer that worked for Amazon, and even as he was dying, they were still hounding him to come back to work . After he passed away, almost immediately, they started contacting his family about things like returning his uniform, absolutely disgusting.",Negative
this is brilliant,Positive
More like a prison.  Community payback scheme !!!!!!. One Amazon driver delivering to me asked to use my toilet.,Neutral
"Well all you people who supported all the insane covid responses only made them stronger and helped kill small, independent businesses. Stop whining! They make woke shows like pissing all over Lord of the Rings to show how good, virtuous and all the BS they are. They're just token rich leftists...",Positive
It's called modern day slavery,Negative
"That's facial rec that's running, damn that was quick.",Negative
You go on strike but don't want to lose that's shite job doesn't make any sense 😂😂,Neutral
"Amazing, Oobha is the king of documentary film.",Positive
Fantastic brilliant documentary. Didnt know who this guy was but hes played a blinder. Hope every warehouse in uk gets unionised.,Positive
"Wait so... you can easily commit fraud by making a company in a tax haven country and do dodgy returns? 
This planet is busted.",Negative
"From 2:07 to 14:48 is the more interesting part. The rest of the video??? What has that to do with infintrating the amazon????

Making a piss drink better? 
Okay expose them for taxes etc that is good
Making potholes??? Oooooo expsing the flaw for getting your money back? That is breaking the law! Why teach people fraud???",Negative
"This algorithm boost is for Jeff Bezos, the world's richest sociopath",Positive
Boris Johnson raised his son well...,Neutral
Brilliant!! You just need to make sure that you do not get on the wrong side of the two young ladies!,Positive
"I've delivered for pretty much all the major courier companies on motorcycles and in vans and i have never pissed in a bottle in six years, wtf is wrong with these people?",Negative
"Regrettably, the taxpayer funded orgamnisation responsible for the enforcement of the health and safety legislation in the UK, the Health and Safety Executive, is ineffective and spineless! Just take a look at the Grenfel Tower incident that has cost the taxpayer an enormous amount of money as well as causing many deaths!",Positive
It’s a good job for immigrants with no experience basically.,Positive
"That's some impressive journalism from everyone involved, not just Oobah. Thank you for your service.",Positive
"This shows your inability to take on basic information………. 200 parcels, equates to around 120-130 delivery stops a day !! 

Which, if you do the “basic arithmetic.” equates to 13-14 deliveries per hour !!! 

Seriously stressful work, which most people couldn’t cope with ???",Negative
"stop moaning, it’ll all be automated soon.
what ning sniffs random bottles of pi$$ on the street ?",Negative
Is this the suspicious fish guy,Negative
"After this video, I would hire 24/7 security. As you might be the next Amazon target No.1",Neutral
"its not just Amazon, there are a lot of factory and warehouse situations where people are treated with zero respect and are highly disposable
 and in the Uk there are so many European workers that they can roll through and over, they tend to use temp agencies to non stop recruit new employees, who get treated badly and leave, and are instantly replaced those that stay, end up worked all sorts of random hours ,while they just roll onto the next batch of disposable people, the system runs smoother for the powers that be this way, there is no such thing as a valuable employee in their eyes",Negative
I worked at Amazon in 2020 for 3 months only. The job it self is very easy but the management is very poor. I was doing night shifts and I would almost be falling asleep in my shift because you work like a machine with zero interaction.,Neutral
In fairness it sounds like Amazon are experiencing a lot of lazy employees too. The guy literally said people just stand around doing nothing. Working on your feet is hard though especially when you have a mind numbing job like scanning boxes,Positive
I will never by anything from amazon,Neutral
"I'm a chef and I literally always order all my knifes and equipment from amazon as it easy to and I've never been id before, never thought till now how bad it its till now",Negative
Fantastic as always oobah. I had to chuckle when the barrister revealed his hourly rate... ah the irony.,Positive
Me and my wife tried to watch this but couldn't. We both find Oobah irritating and a poor choice of host for this.,Negative
"I work in fulfilment centre for nearly 3 years and it's not bad in there. The easiest money I've made, safety is truly number 1 priority. It's just some associates that take a piss, getting away with poor performance and sneaking out. For example, taking 20 minute bathroom break 4 times a shift when toilet is 1-2 minutes away. Targets are ridiculously easy to achieve, we have some elderly associates that beat most 20 year olds in productivity and they're fine. 
Also people do steal, i caught someone stealing myself and also there's always stories of people stealing from time to time. That's why there's monitoring of everyone. But to be honest I never felt being watched. There's cameras everywhere but it doesn't make any difference because if something goes wrong or if there's an accident, there's evidence and I can't be wronged for anything because I did everything right. 
Not everything is perfect, in my time in 2 different sites I met some terrible managers and team leads and few rotten eggs that really put company to shame. Long term good employees need more appreciating and those who take a piss need sacking at faster rate. For example, I've never heard about anyone being sacked for poor performance, they just being moved to other department instead until their contract finishes and if they're permanent contract, they cannot be sacked unless they got poor attendance or break health and safety rules.",Negative
What a legend,Neutral
I reported Amazon to the ASA because they are saying old films available on their service are new. The date on a movie is how you recognise it. The ASA didn't seem concerned about what was essentially misinformation on Amazon products.,Positive
So what you're saying is all of our parcels have been touched by pissy hands?,Neutral
The professor was an expert on an algorithm she doesnt even understand… fantastic she seems useful,Positive
these working conditions aren't even bad. a lot of people are incredibly mard. minimum wage is way too much nowadays.,Positive
I love discussions with lawyers like this haha,Positive
I remember taking my phone in by mistake a few weeks into being a packer past the security gates and my god I was in hot water they went through all my phone and kept asking questions like I was taking undercover videos / pics etc was crazy and the break area was so far from where the main floor you hardly had a break at all in the 12 hours deffo felt like a prison the bright lights the non stop beeping of scanners it stays in your head as your trying to sleep all to do it again the next day,Negative
"What kind of stupid nonsense, I knew there was a reason I don’t even use Amazon like that. What a bunch of asses",Negative
i got fired for being rushed into hospital and got the 'you are being released' letter while in hospital lol,Positive
Is this available to Prime on Bluray?,Neutral
They probably face scanned you with high tec cameras and matched you upto a database…,Neutral
"And meanwhile, it's completely legal, modern day slavery. Rich people will pay fines, and make workers work even harder or under conditions that are not suitable... At least you'll get your delivery in one day.",Negative
You can tell he doesn’t work at Amazon with those expensive clothes.,Negative
And still people continue to use Amazon. I can proudly say that I have never ordered anything from Amazon and never will.,Positive
"I worked at Amazon here in the UK, what a utter shtfest.",Neutral
"It is insane that Bezos went to space, saw the earth and local uninverse and decided to come back down and still be a massive cock.",Negative
stop shopping at Amazon,Negative
"The problem isn't amazon it's the moral-less people using amazon, they are worse than slave owners.",Negative
"Lovely stuff.
I like the way that Butler rises above all other douchebag “pranksters” on YT by actually looking at issues in an algorithm-clogged-world, for example, and addressing them. 
And he does it in a funny and fresh way. 
Butler, Mark Thomas and Joe Lycett sort of prove giving a shit can be entertaining…
Arguably it’s a shame other new presenters and “influencers” don’t use their new fame in creative ways like this.",Positive
Great video...well done for exposing Amazon's shocking behaviour!,Neutral
Brilliant documentary. I want to share it but it's not available outside Uk/ Ireland?!!,Positive
What a very clever piece of journalism. Couldn't have been more relevant.,Positive
I worked in Amazon Gourock and another worker got a written warning for taking 4 minutes in the bathroom.,Negative
"The irony watching, Amazon ads pop up along the way.",Neutral
"Might start a website distributing offshore Amazon accounts, anyone interested?",Positive
"Really if it's that bad, QUITT",Negative
approx 37:50 another issue with Amazon is that they charge UK VAT yet don't give it to HMRC which adds to there scams,Negative
"How he didn't say 'Amazon, thank you for taking the piss' in his keynote speech, I'll never know.",Negative
horrible place to wok will never go back or shop from amazon,Negative
28:43 total bullshit the amount of Chinese based marketplace sellers selling ILLEGAL electronics is ridiculous. Amazon don't care about safety standards they also don't care about the amount of Chinese scammers on the marketplace who constantly adjusts old postings to boost the sales of a completely different product. Also Amazon has used the new system where purchasers have agreed to give a positive feedback in return of a FREE product which is very bias,Negative
"https://www.gov.uk/whistleblowing
Whistleblowing for employees is protected by the law.",Positive
26:40 there should be a fake interview between Oobah Butler and a fake Trump,Negative
"ITS AMAZING HOW BEZOS,IS EPSTEINS BUDDY,, AMAZING HOW NO ONE TALKS ABOUT THAT,, A?",Positive
Love how this video was uploaded one day after I got a job as an Amazon delivery driver. Maybe I’d chosen a different path if it had been uploaded a week ago 😅,Positive
god i hope amazon has to pay that £1m,Positive
"i’ve worked there for 7 months and it’s brilliant it’s just boring i love my job the pay is nice the people are freindly the managers listen to my problems and let me vent to them 
im not saying these bad story’s haven’t happend but i’m saying i enjoy it",Positive
Take your high viz and head out onto a building site and do the same doc. You'll see how soft you actually are mate.,Neutral
Epic fail with the undercover… why not use better disguise or someone who looks less like an alien?,Negative
13:32 😂,Neutral
"Just FYI: the moment they can financially justify replacing all humans with robots, they will…

… and that moment is closer than most people realise",Positive
Prime membership cancelled. Not often I’m swayed but this was brilliantly done and I actually laughed out loud several times. Real journalism and activism!,Positive
The mother fuckers politicians won't do nothing about amazon tax because all politicians have their own personal share money from the unpaid tax,Negative
"Their feet hurt?  I used to do long shifts behind a bar. Sometimes my feet hurt. I'm not sure I understand. Buy some comfortable shoes, maybe lose weight or something. Humans can walk for hundreds of miles.  Are  there not literally thousands of jobs which involve standing up? If they think working at Amazon is shitty it's because it is. But that's not a crime. And 'The Great Amazon Heist'? He spent 5 minutes talking to some moaning arseholes and then he got rumbled. What a load of bollocks.",Positive
🖕🏿 alexa 🖕🏿 siri 🖕🏿 all the rest of them i haven't and I won't ever use any and in my phones they are disabled as much as possible only some functions cannot be disabled but 🖕🏿🖕🏿🖕🖕🏿 Jeff,Neutral
"You, Sir, are an absolute fricking genius! Just one of these japes would have been hilarious poetic justice on it's own, but bundled together and delivered with the massive FU of the ""overseas company"" finale makes this a masterpiece. Congratulations to you and your team - absolutely epic.",Positive
“We have industry-leading tools to prevent genuinely unsafe products from being listed” bru they still lying,Negative
"This is sad. And yet many such companies boast about sustainability, saving the climate and ESG ratings. 😂",Negative
When will you look into the scammer/lawyer who charges 300 an hour to read a minimum wage contract,Negative
Brilliant!,Positive
Amazon is a fucking scammers company I know because I worked at CUSTOMER RETURNS and i saw what they are doing and thats why there are so  many amazon customer returns PALETS for sale in different companies.all those companies are implicated in this scam,Negative
That lawyer's response was epic haha,Positive
That lawyers reaction to the off shore account was priceless 😂,Neutral
"So true about not pissing the wrong people off. That's what happens on a daily basis in Croydon. You make someone upset, they turn on you within a second.",Negative
Yeah this weak government is not doing its job to regulate these massive companies who are evidently doing whatever they want. Amazon needs to shape up or ship out.,Neutral
"I used to be a amazon driver and i can tell you, it is by far the worst job I've ever had.",Negative
You got the balance spot on here. Using humour to highlight the disgraceful way Amazon treat their workers.,Positive
My friends wife works for these. In the warehouse where she is it takes so long to get to the canteen she doesnt bother having her lunch  as her break time is up not long after getting there,Negative
"One slight mishap - when you request a refund for your products on Amazon, Amazon loses only 8-15% of the item’s value that the seller pays to Amazon as a referral fee. The rest of the 85-92% Amazon takes back from the genuine seller to cover the refund, so you mostly ‘tricked’ them and not the big corporation ☹️",Positive
Brilliant 👏,Positive
Yes but everyone should be putting complaints in END OF !!! NOTHING WILL EVER GET DONE OTHERWISE!!!!,Negative
"I was a maintenance manager for a few months, worse experience of my life, they treat you like crap, undermine you, all the training courses are brainwashing courses, how great jeoff is, or how great the Amazon way is, they even have a course on how to spot unionism as well as how to discourage it",Positive
incredible video,Neutral
"It's a low skilled job that most people in 3rd world countries would happily do for the salary. 

If you want to be in a low skilled job your entire life then work at Amazon, otherwise study hard and apply for better jobs. It's not difficult. 

Moaning about unfair treatment in this type of job is hypocritical... if you don't like it, and let's face it who would, better yourself and do something else. 

These workers deserve this treatment for even being there in the first place",Positive
"You are so funny, this is very good 👍 😅",Positive
Why are you doing chl 4??? Channel 4 are just as corrupt,Negative
Taking sand from the beach could be illegal on some beaches.,Negative
"This man's a genius, great job, people need to know this  💪🏻👌🏻😀",Positive
That Lawyer is a representation of everything wrong with the world.,Negative
"Fabulous, brilliant mate, well done.
I was going to use another word starting with ""F"", but on the advise from Colin, choose not to.
I am glad you choose not to take his advice though.
I am still laughing at the potholes 😂🤣😅 brilliant",Positive
Ironic that I get Amazon adds watching this,Positive
"Ye, they didn’t trust their own staff because their own staff have a proven track record of robbing from them. Not rocket science",Positive
"Stupid idea what you can do with company which is worth 1.3 trillion ? sweet dreams , amazon can drop a bomb on this warehouse and with this amount of money this can be just simple accident ... he can even close this company you think 1.6mln people just go and find other job ? dont think so",Negative
"high risk back injuries, very sick thats only the begining, this nothing to what ive heard! Boxes falling on people, overloading, bad managment who talk you as if your sh@t!
Ive ordered last year one iteam £1K, they sent me two note pads. 
The contact center is non contactable and cant raise a serious complaint without being cut off, rude foriegn advisors, who know the situation and so just dont care.
Asked finicial obmudsman to step in and they sent me letter warning me to return money? Like talk about cheeky. Shut them down, worst of the worst in this sector of uk.",Negative
"absolutely brilliant planning, research and execution. replaced my usual evening watches by a mile. Great job, and goodbye amazon prime!",Positive
Inhumane. I would not like to be Bezos on his day of reckoning,Negative
Will never buy anything from amazon ever again.,Neutral
Its sooooo cringing to see the new recruits in ORANGE BIBS!! 😮,Neutral
Another Foreigner security,Neutral
"Used to work in amazing distribution centre in swansea as a picker, the times set were absolutely crazy. Had to hit them while wearing Amazon given steel toe cap boots that gave instant blisters. The warehouse was extremely hot that after a court case they simply put industrial fans on the top shelf that just blew the hot air at you. You had 1 hour break on a 12 hour shift, but had to queue up for the airport scanners to get out, that could take 30 minutes some days. Shocking place",Neutral
A knife party lol,Positive
"A day after I watched this video, I had several knives delivered from Amazon!!?",Neutral
I wonder if amazon are using so kind of facial  recognition?  To spot you so quickly?,Positive
"Fantastic work Oobah. However, no matter how much exposing we do Amazon simply don't care and won't care",Positive
That American lady with short black hair is tasty 😅,Neutral
"Having done some agency work at a Amazon warehouse in the past, I'm not surprised with anything Oobah uncovered.  Its one of the worse work experiences I've ever had.  Watching his nieces order that gear off Alexa was priceless.",Negative
Keep up the good work and stick to the big man.,Positive
"My Alexa added Schweppes and a basket to my shopping list at around 30 min in. Thanks, I needed that :D",Positive
Drink should have been called Piston (pissed on),Negative
Stay away from exploitatative labour,Neutral
I used to work a zero hour contract when I was 18 ten hour night sift 6 nights most times once I finished a shift the bottom on my feet were completely white because they never let you sit down or use the toilet in most cases once the festive season was over without any notice they drop most of the staff and about a year later around Christmas time once I was working abroad loved it I had a call to ask if I would be able to come back I just laughed and hung up.,Positive
I really enjoyed this doc well made and funny great work and amazon deserve a kick in the 🥜🥜🥜🤪😅😅😅,Positive
"Brilliant documentary,  now I hate amazon",Positive
"Boils my blood how these corporations avoid their tax responsibilities. Then at the end of the video, their defence is how much they contribute in taxes, which I absolutely guarantee will just be VAT, which every VAT business registered has to deal with. Just smoke and mirrors, it's completely immoral.",Neutral
It’s same as JD sports warehouse. People are hired without qualifications or interview  so they need lots of security. It’s harsh they don’t let you sit down or give AC in hot weather. Hate the managers who work there.,Negative
The back and forth a between the lawyer was top notch haha,Positive
